2017-07-28 10:42:31: 	{"query": "打开车灯", "uid": "222"}

2017-07-31 03:00:17: 	{"semantic": {"slots": {"function": "", "position": "后", "part": "雨刮", "category": "", "operate": "开启"}}, "text": "后雨刷怎么打开", "rc": 0, "topic": "manual", "answer": {"state": 0, "result": {}}, "intent": "query", "sc": 1, "data": {"result": {"list": ["前雨刷快刮水模式", "前雨刷慢刮水模式", "前雨刷连续刮水模式", "前雨刷自动模式", "后雨刷"], "uplist": ["前雨刷快刮水模式", "前雨刷慢刮水模式", "前雨刷连续刮水模式", "前雨刷自动模式", "后雨刷"], "title": "需要打开前雨刷还是后雨刷"}}}

2017-07-31 03:00:28: 	{"query": "前雨刷快刮水模式", "uid": "ss3ww33ss"}

2017-07-31 03:00:28: 	{"semantic": {"slots": {"function": "", "position": "前", "part": "雨刮", "category": "", "operate": "开启"}}, "text": "前雨刷快刮水模式", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "g24.gif", "method": "拨刮水器组合开关操纵杆至限位5位置，前刮水器以较快速度刮水。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-31 03:00:46: 	{"query": "怎么用雨刷清洗后风挡", "uid": "ss3ww33ss"}

2017-07-31 03:00:46: 	{"semantic": {"slots": {"function": "", "position": "后", "part": "雨刮", "category": "", "operate": "开启"}}, "text": "怎么用雨刷清洗后风挡", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "g25.png", "method": "转动后刮水器旋钮到限位10位置，后刮水器开启刮水。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-31 03:01:55: 	{"query": "怎么用雨刷清洗后风挡", "uid": "ss3ww33ss"}

2017-07-31 03:01:55: 	{"semantic": {"slots": {}}, "text": "", "rc": 0, "topic": "", "answer": {"state": 0, "result": {}}, "intent": "", "sc": 0, "data": {"result": {"list": ["怎么调节安全带高度", "怎么调节空调温度", "如何提高巡航车速", "节气门多长时间需要清洗", "车辆使用多长时间需要换刹车片", "机油机滤（小保养）的作用", "汽滤有什么作用", "不按周期更换空滤有什么隐患", "座椅通风失灵怎么回事", "踩油门变速箱明显抖动", "急刹车有咔咔的响", "人保车险的客服电话是多少", "太平洋车险购买车险的电话是多少", "平安车险保费计算网址是什么", "交强险投保金额是多少", "什么是车损险", "车损险赔付限额是否累加计算", "车身划痕险免赔率是多少"]}}}

2017-07-31 03:02:37: 	{"query": "怎么用雨刷清洗风挡", "uid": "ss3ww33ss"}

2017-07-31 03:02:37: 	{"semantic": {"slots": {"function": "", "position": "", "part": "雨刮", "category": "", "operate": "清洗"}}, "text": "怎么用雨刷清洗风挡", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "", "method": "将启动开关切换到“ON”挡位，再切换到“OFF”挡位。从上一步结束后的10秒内，将雨刮雨刮组合开关拨至MIST挡，此时雨刮器臂将运转半周。抬起雨刮器臂，用软布小心擦去雨刮器片上的灰尘和脏物。清洗完毕后，将雨刮器臂轻轻地放下风窗玻璃。将启动开关切换到“ON”挡位，雨刮器臂将自动回位。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-31 03:03:40: 	{"query": "怎么用雨刷清洗后风挡", "uid": "ss3ww33ss"}

2017-07-31 03:03:40: 	{"semantic": {"slots": {}}, "text": "", "rc": 0, "topic": "", "answer": {"state": 0, "result": {}}, "intent": "", "sc": 0, "data": {"result": {"list": ["怎么调节安全带高度", "怎么调节空调温度", "如何提高巡航车速", "节气门多长时间需要清洗", "车辆使用多长时间需要换刹车片", "机油机滤（小保养）的作用", "汽滤有什么作用", "不按周期更换空滤有什么隐患", "座椅通风失灵怎么回事", "踩油门变速箱明显抖动", "急刹车有咔咔的响", "人保车险的客服电话是多少", "太平洋车险购买车险的电话是多少", "平安车险保费计算网址是什么", "交强险投保金额是多少", "什么是车损险", "车损险赔付限额是否累加计算", "车身划痕险免赔率是多少"]}}}

2017-07-31 03:08:21: 	{"query": "雨刮怎么调快", "uid": "ss3ww33ss"}

2017-07-31 03:08:21: 	{"semantic": {"slots": {"function": "", "position": "", "part": "雨刮", "category": "", "operate": "调节"}}, "text": "雨刮怎么调快", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "g25.png", "method": "上/下转动旋钮，可调节自动刮水的灵敏度，共4级，从上往下灵敏度依次增高，对雨滴的感应逐渐灵敏。同样雨量的情况下，灵敏度越高，刮水的速度和频率也越快。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-31 03:09:23: 	{"query": "雨刮怎么调慢", "uid": "ss3ww33ss"}

2017-07-31 03:09:23: 	{"semantic": {"slots": {"function": "", "position": "", "part": "雨刮", "category": "", "operate": "调节"}}, "text": "雨刮怎么调慢", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "g25.png", "method": "上/下转动旋钮，可调节自动刮水的灵敏度，共4级，从上往下灵敏度依次增高，对雨滴的感应逐渐灵敏。同样雨量的情况下，灵敏度越高，刮水的速度和频率也越快。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-31 03:12:30: 	{"query": "雨刮怎么调慢", "uid": "ss3ww33ss"}

2017-07-31 03:12:30: 	{"semantic": {"slots": {"function": "", "position": "", "part": "雨刮", "category": "", "operate": "调节"}}, "text": "雨刮怎么调慢", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "g25.png", "method": "上/下转动旋钮，可调节自动刮水的灵敏度，共4级，从上往下灵敏度依次增高，对雨滴的感应逐渐灵敏。同样雨量的情况下，灵敏度越高，刮水的速度和频率也越快。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-31 03:12:41: 	{"query": "雨刮怎么调慢", "uid": "ss111ww33ss"}

2017-07-31 03:12:41: 	{"semantic": {"slots": {"function": "", "position": "", "part": "雨刮", "category": "", "operate": "调节"}}, "text": "雨刮怎么调慢", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "g25.png", "method": "上/下转动旋钮，可调节自动刮水的灵敏度，共4级，从上往下灵敏度依次增高，对雨滴的感应逐渐灵敏。同样雨量的情况下，灵敏度越高，刮水的速度和频率也越快。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-31 03:12:44: 	{"query": "雨刮怎么调慢", "uid": "ss111ww33ss"}

2017-07-31 03:12:44: 	{"semantic": {"slots": {"function": "", "position": "", "part": "雨刮", "category": "", "operate": "调节"}}, "text": "雨刮怎么调慢", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "g25.png", "method": "上/下转动旋钮，可调节自动刮水的灵敏度，共4级，从上往下灵敏度依次增高，对雨滴的感应逐渐灵敏。同样雨量的情况下，灵敏度越高，刮水的速度和频率也越快。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-31 03:13:14: 	{"query": "雨刮怎么调慢", "uid": "ss111ww33ss"}

2017-07-31 03:13:14: 	{"semantic": {"slots": {"function": "", "position": "", "part": "雨刮", "category": "", "operate": "开启"}}, "text": "雨刮怎么调慢", "rc": 0, "topic": "manual", "answer": {"state": 0, "result": {}}, "intent": "query", "sc": 1, "data": {"result": {"list": ["前雨刷快刮水模式", "前雨刷慢刮水模式", "前雨刷连续刮水模式", "前雨刷自动模式", "后雨刷"], "uplist": ["前雨刷快刮水模式", "前雨刷慢刮水模式", "前雨刷连续刮水模式", "前雨刷自动模式", "后雨刷"], "title": "需要打开前雨刷还是后雨刷"}}}

2017-07-31 03:15:39: 	{"query": "雨刮怎么调慢", "uid": "ss111ww33ss"}

2017-07-31 03:15:39: 	{"semantic": {"slots": {"function": "", "position": "", "part": "雨刮", "category": "", "operate": "开启"}}, "text": "雨刮怎么调慢", "rc": 0, "topic": "manual", "answer": {"state": 0, "result": {}}, "intent": "query", "sc": 1, "data": {"result": {"list": ["前雨刷快刮水模式", "前雨刷慢刮水模式", "前雨刷连续刮水模式", "前雨刷自动模式", "后雨刷"], "uplist": ["前雨刷快刮水模式", "前雨刷慢刮水模式", "前雨刷连续刮水模式", "前雨刷自动模式", "后雨刷"], "title": "需要打开前雨刷还是后雨刷"}}}

2017-07-31 03:15:47: 	{"query": "雨刮怎么调慢", "uid": "ss111ww33ss"}

2017-07-31 03:15:47: 	{"semantic": {"slots": {"function": "", "position": "", "part": "雨刮", "category": "", "operate": "开启"}}, "text": "雨刮怎么调慢", "rc": 0, "topic": "manual", "answer": {"state": 0, "result": {}}, "intent": "query", "sc": 1, "data": {"result": {"list": ["前雨刷快刮水模式", "前雨刷慢刮水模式", "前雨刷连续刮水模式", "前雨刷自动模式", "后雨刷"], "uplist": ["前雨刷快刮水模式", "前雨刷慢刮水模式", "前雨刷连续刮水模式", "前雨刷自动模式", "后雨刷"], "title": "需要打开前雨刷还是后雨刷"}}}

2017-07-31 03:16:20: 	{"query": "雨刮怎么调慢", "uid": "ss111ww33ss"}

2017-07-31 03:16:20: 	{"semantic": {"slots": {"function": "", "position": "", "part": "雨刮", "category": "", "operate": "开启"}}, "text": "雨刮怎么调慢", "rc": 0, "topic": "manual", "answer": {"state": 0, "result": {}}, "intent": "query", "sc": 1, "data": {"result": {"list": ["前雨刷快刮水模式", "前雨刷慢刮水模式", "前雨刷连续刮水模式", "前雨刷自动模式", "后雨刷"], "uplist": ["前雨刷快刮水模式", "前雨刷慢刮水模式", "前雨刷连续刮水模式", "前雨刷自动模式", "后雨刷"], "title": "需要打开前雨刷还是后雨刷"}}}

2017-07-31 03:16:57: 	{"query": "雨刮怎么调慢刮水", "uid": "ss111ww33ss"}

2017-07-31 03:16:57: 	{"semantic": {"slots": {"function": "", "position": "", "part": "雨刮", "category": "", "operate": "开启"}}, "text": "雨刮怎么调慢刮水", "rc": 0, "topic": "manual", "answer": {"state": 0, "result": {}}, "intent": "query", "sc": 1, "data": {"result": {"list": ["前雨刷快刮水模式", "前雨刷慢刮水模式", "前雨刷连续刮水模式", "前雨刷自动模式", "后雨刷"], "uplist": ["前雨刷快刮水模式", "前雨刷慢刮水模式", "前雨刷连续刮水模式", "前雨刷自动模式", "后雨刷"], "title": "需要打开前雨刷还是后雨刷"}}}

2017-07-31 03:17:00: 	{"query": "雨刮怎么调慢刮水", "uid": "ss111ww33ss"}

2017-07-31 03:17:00: 	{"semantic": {"slots": {"function": "", "position": "", "part": "雨刮", "category": "", "operate": "开启"}}, "text": "雨刮怎么调慢刮水", "rc": 0, "topic": "manual", "answer": {"state": 0, "result": {}}, "intent": "query", "sc": 1, "data": {"result": {"list": ["前雨刷快刮水模式", "前雨刷慢刮水模式", "前雨刷连续刮水模式", "前雨刷自动模式", "后雨刷"], "uplist": ["前雨刷快刮水模式", "前雨刷慢刮水模式", "前雨刷连续刮水模式", "前雨刷自动模式", "后雨刷"], "title": "需要打开前雨刷还是后雨刷"}}}

2017-07-31 03:17:03: 	{"query": "雨刮怎么调慢刮水", "uid": "ss111ww33ss"}

2017-07-31 03:17:03: 	{"semantic": {"slots": {"function": "", "position": "", "part": "雨刮", "category": "", "operate": "开启"}}, "text": "雨刮怎么调慢刮水", "rc": 0, "topic": "manual", "answer": {"state": 0, "result": {}}, "intent": "query", "sc": 1, "data": {"result": {"list": ["前雨刷快刮水模式", "前雨刷慢刮水模式", "前雨刷连续刮水模式", "前雨刷自动模式", "后雨刷"], "uplist": ["前雨刷快刮水模式", "前雨刷慢刮水模式", "前雨刷连续刮水模式", "前雨刷自动模式", "后雨刷"], "title": "需要打开前雨刷还是后雨刷"}}}

2017-07-31 03:17:15: 	{"query": "打开雨刮连续刮水", "uid": "ss111ww33ss"}

2017-07-31 03:17:15: 	{"semantic": {"slots": {"function": "", "position": "", "part": "雨刮", "category": "", "operate": "开启"}}, "text": "打开雨刮连续刮水", "rc": 0, "topic": "manual", "answer": {"state": 0, "result": {}}, "intent": "query", "sc": 1, "data": {"result": {"list": ["前雨刷快刮水模式", "前雨刷慢刮水模式", "前雨刷连续刮水模式", "前雨刷自动模式", "后雨刷"], "uplist": ["前雨刷快刮水模式", "前雨刷慢刮水模式", "前雨刷连续刮水模式", "前雨刷自动模式", "后雨刷"], "title": "需要打开前雨刷还是后雨刷"}}}

2017-07-31 03:18:28: 	{"query": "打开雨刮连续刮水", "uid": "ss111ww33ss"}

2017-07-31 03:18:28: 	{"semantic": {"slots": {"function": "", "position": "", "part": "雨刮", "category": "连续刮水", "operate": "开启"}}, "text": "打开雨刮连续刮水", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "g22.gif", "method": "拨刮水器组合开关操纵杆至限位1位置，前刮水器将连续刮水。松开刮水器组合开关操纵杆让其自动回位到2位置，前刮水器停止刮水。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-31 03:18:34: 	{"query": "雨刮怎么调慢刮水", "uid": "ss111ww33ss"}

2017-07-31 03:18:34: 	{"semantic": {"slots": {"function": "", "position": "", "part": "雨刮", "category": "慢刮水", "operate": "开启"}}, "text": "雨刮怎么调慢刮水", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "g23.gif", "method": "拨刮水器组合开关操纵杆至限位4位置，前刮水器以较慢速度刮水。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-31 03:18:44: 	{"query": "雨刮怎么调慢", "uid": "ss111ww33ss"}

2017-07-31 03:18:45: 	{"semantic": {"slots": {"function": "", "position": "", "part": "雨刮", "category": "慢刮水", "operate": "开启"}}, "text": "雨刮怎么调慢", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "g23.gif", "method": "拨刮水器组合开关操纵杆至限位4位置，前刮水器以较慢速度刮水。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-31 03:18:46: 	{"query": "雨刮怎么调慢", "uid": "ss111ww33ss"}

2017-07-31 03:18:46: 	{"semantic": {"slots": {"function": "", "position": "", "part": "雨刮", "category": "慢刮水", "operate": "开启"}}, "text": "雨刮怎么调慢", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "g23.gif", "method": "拨刮水器组合开关操纵杆至限位4位置，前刮水器以较慢速度刮水。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-31 03:18:49: 	{"query": "雨刮怎么调慢", "uid": "ss111ww33ss"}

2017-07-31 03:18:49: 	{"semantic": {"slots": {"function": "", "position": "", "part": "雨刮", "category": "慢刮水", "operate": "开启"}}, "text": "雨刮怎么调慢", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "g23.gif", "method": "拨刮水器组合开关操纵杆至限位4位置，前刮水器以较慢速度刮水。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-31 03:19:20: 	{"query": "雨刮怎么调慢", "uid": "ss111ww33ss"}

2017-07-31 03:19:21: 	{"semantic": {"slots": {"function": "", "position": "", "part": "雨刮", "category": "慢刮水", "operate": "开启"}}, "text": "雨刮怎么调慢", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "g23.gif", "method": "拨刮水器组合开关操纵杆至限位4位置，前刮水器以较慢速度刮水。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-31 03:19:36: 	{"query": "怎么用雨刷清洗前风挡", "uid": "ss111ww33ss"}

2017-07-31 03:19:36: 	{"semantic": {"slots": {}}, "text": "", "rc": 0, "topic": "", "answer": {"state": 0, "result": {}}, "intent": "", "sc": 0, "data": {"result": {"list": ["怎么调节安全带高度", "怎么调节空调温度", "如何提高巡航车速", "节气门多长时间需要清洗", "车辆使用多长时间需要换刹车片", "机油机滤（小保养）的作用", "汽滤有什么作用", "不按周期更换空滤有什么隐患", "座椅通风失灵怎么回事", "踩油门变速箱明显抖动", "急刹车有咔咔的响", "人保车险的客服电话是多少", "太平洋车险购买车险的电话是多少", "平安车险保费计算网址是什么", "交强险投保金额是多少", "什么是车损险", "车损险赔付限额是否累加计算", "车身划痕险免赔率是多少"]}}}

2017-07-31 03:20:02: 	{"query": "怎么用雨刷清洗风挡", "uid": "ss111ww33ss"}

2017-07-31 03:20:02: 	{"semantic": {"slots": {"function": "", "position": "", "part": "雨刮", "category": "", "operate": "清洗"}}, "text": "怎么用雨刷清洗风挡", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "", "method": "将启动开关切换到“ON”挡位，再切换到“OFF”挡位。从上一步结束后的10秒内，将雨刮雨刮组合开关拨至MIST挡，此时雨刮器臂将运转半周。抬起雨刮器臂，用软布小心擦去雨刮器片上的灰尘和脏物。清洗完毕后，将雨刮器臂轻轻地放下风窗玻璃。将启动开关切换到“ON”挡位，雨刮器臂将自动回位。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-31 03:20:21: 	{"query": "自动雨刷怎么开启", "uid": "ss111ww33ss"}

2017-07-31 03:20:21: 	{"semantic": {"slots": {"function": "", "position": "", "part": "雨刮", "category": "", "operate": "开启"}}, "text": "自动雨刷怎么开启", "rc": 0, "topic": "manual", "answer": {"state": 0, "result": {}}, "intent": "query", "sc": 1, "data": {"result": {"list": ["前雨刷快刮水模式", "前雨刷慢刮水模式", "前雨刷连续刮水模式", "前雨刷自动模式", "后雨刷"], "uplist": ["前雨刷快刮水模式", "前雨刷慢刮水模式", "前雨刷连续刮水模式", "前雨刷自动模式", "后雨刷"], "title": "需要打开前雨刷还是后雨刷"}}}

2017-07-31 03:21:13: 	{"query": "后雨刷", "uid": "ss111ww33ss"}

2017-07-31 03:21:13: 	{"semantic": {"slots": {"function": "", "position": "后", "part": "雨刮", "category": "", "operate": "开启"}}, "text": "后雨刷", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "g25.png", "method": "转动后刮水器旋钮到限位10位置，后刮水器开启刮水。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-31 03:21:42: 	{"query": "自动雨刷怎么开启", "uid": "ss111ww33ss"}

2017-07-31 03:21:42: 	{"semantic": {"slots": {"function": "", "position": "", "part": "雨刮", "category": "", "operate": "开启"}}, "text": "自动雨刷怎么开启", "rc": 0, "topic": "manual", "answer": {"state": 0, "result": {}}, "intent": "query", "sc": 1, "data": {"result": {"list": ["前雨刷快刮水模式", "前雨刷慢刮水模式", "前雨刷连续刮水模式", "前雨刷自动模式", "后雨刷"], "uplist": ["前雨刷快刮水模式", "前雨刷慢刮水模式", "前雨刷连续刮水模式", "前雨刷自动模式", "后雨刷"], "title": "需要打开前雨刷还是后雨刷"}}}

2017-07-31 03:22:00: 	{"query": "雨刷怎么开启", "uid": "ss111ww33ss"}

2017-07-31 03:22:02: 	{"semantic": {"slots": {"function": "", "position": "", "part": "雨刮", "category": "", "operate": "开启"}}, "text": "雨刷怎么开启", "rc": 0, "topic": "manual", "answer": {"state": 0, "result": {}}, "intent": "query", "sc": 1, "data": {"result": {"list": ["前雨刷快刮水模式", "前雨刷慢刮水模式", "前雨刷连续刮水模式", "前雨刷自动模式", "后雨刷"], "uplist": ["前雨刷快刮水模式", "前雨刷慢刮水模式", "前雨刷连续刮水模式", "前雨刷自动模式", "后雨刷"], "title": "需要打开前雨刷还是后雨刷"}}}

2017-07-31 03:26:37: 	{"query": "后雨刷", "uid": "ss111ww33ss"}

2017-07-31 03:26:37: 	{"semantic": {"slots": {"function": "", "position": "后", "part": "雨刮", "category": "", "operate": "开启"}}, "text": "后雨刷", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "g25.png", "method": "转动后刮水器旋钮到限位10位置，后刮水器开启刮水。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-31 03:27:57: 	{"query": "怎么清洗前雨刮片", "uid": "ss111ww33ss"}

2017-07-31 03:27:57: 	{"semantic": {"slots": {"function": "", "position": "前", "part": "雨刮", "category": "", "operate": "开启"}}, "text": "怎么清洗前雨刮片", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "g24.gif", "method": "拨刮水器组合开关操纵杆至限位5位置，前刮水器以较快速度刮水。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-31 03:29:11: 	{"query": "怎么清洗前雨刮片", "uid": "ss111ww33ss"}

2017-07-31 03:29:14: 	{"semantic": {"slots": {}}, "text": "", "rc": 0, "topic": "", "answer": {"state": 0, "result": {}}, "intent": "", "sc": 0, "data": {"result": {"list": ["怎么调节安全带高度", "怎么调节空调温度", "如何提高巡航车速", "节气门多长时间需要清洗", "车辆使用多长时间需要换刹车片", "机油机滤（小保养）的作用", "汽滤有什么作用", "不按周期更换空滤有什么隐患", "座椅通风失灵怎么回事", "踩油门变速箱明显抖动", "急刹车有咔咔的响", "人保车险的客服电话是多少", "太平洋车险购买车险的电话是多少", "平安车险保费计算网址是什么", "交强险投保金额是多少", "什么是车损险", "车损险赔付限额是否累加计算", "车身划痕险免赔率是多少"]}}}

2017-07-31 03:29:31: 	{"query": "怎么清洗雨刮片", "uid": "ss111ww33ss"}

2017-07-31 03:29:31: 	{"semantic": {"slots": {"function": "", "position": "", "part": "雨刮", "category": "", "operate": "清洗"}}, "text": "怎么清洗雨刮片", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "", "method": "将启动开关切换到“ON”挡位，再切换到“OFF”挡位。从上一步结束后的10秒内，将雨刮雨刮组合开关拨至MIST挡，此时雨刮器臂将运转半周。抬起雨刮器臂，用软布小心擦去雨刮器片上的灰尘和脏物。清洗完毕后，将雨刮器臂轻轻地放下风窗玻璃。将启动开关切换到“ON”挡位，雨刮器臂将自动回位。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-31 03:30:52: 	{"query": "自动雨刷怎么开启", "uid": "ss111ww33ss"}

2017-07-31 03:30:52: 	{"semantic": {"slots": {"function": "", "position": "", "part": "雨刮", "category": "", "operate": "开启"}}, "text": "自动雨刷怎么开启", "rc": 0, "topic": "manual", "answer": {"state": 0, "result": {}}, "intent": "query", "sc": 1, "data": {"result": {"list": ["前雨刷快刮水模式", "前雨刷慢刮水模式", "前雨刷连续刮水模式", "前雨刷自动模式", "后雨刷"], "uplist": ["前雨刷快刮水模式", "前雨刷慢刮水模式", "前雨刷连续刮水模式", "前雨刷自动模式", "后雨刷"], "title": "需要打开前雨刷还是后雨刷"}}}

2017-07-31 03:30:56: 	{"query": "自动雨刷怎么开启", "uid": "ss111ww33ss"}

2017-07-31 03:30:56: 	{"semantic": {"slots": {"function": "", "position": "", "part": "雨刮", "category": "", "operate": "开启"}}, "text": "自动雨刷怎么开启", "rc": 0, "topic": "manual", "answer": {"state": 0, "result": {}}, "intent": "query", "sc": 1, "data": {"result": {"list": ["前雨刷快刮水模式", "前雨刷慢刮水模式", "前雨刷连续刮水模式", "前雨刷自动模式", "后雨刷"], "uplist": ["前雨刷快刮水模式", "前雨刷慢刮水模式", "前雨刷连续刮水模式", "前雨刷自动模式", "后雨刷"], "title": "需要打开前雨刷还是后雨刷"}}}

2017-07-31 03:31:32: 	{"query": "自动雨刷怎么开启", "uid": "ss111ww33ss"}

2017-07-31 03:31:32: 	{"semantic": {"slots": {"function": "", "position": "", "part": "雨刮", "category": "自动模式", "operate": "开启"}}, "text": "自动雨刷怎么开启", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "g22.gif", "method": "拨刮水器组合开关操纵杆至限位3,AUTO位置，前刮水器将自动刮水，雨刮系统根据当前雨量和实时车速调节刮水速度。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-31 03:31:47: 	{"query": "雨刷灵敏度怎么调", "uid": "ss111ww33ss"}

2017-07-31 03:31:48: 	{"semantic": {"slots": {"function": "", "position": "", "part": "雨刮", "category": "", "operate": ""}}, "text": "雨刷灵敏度怎么调", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "g25.png", "method": "1、拨刮水器组合开关操纵杆至限位 2 OFF 位置，前刮水器停止刮水。
2、转动后雨刮旋钮到限位9位置，后风窗洗涤系统关闭或后刮水器停止刮水。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-31 03:32:43: 	{"query": "雨刷灵敏度怎么调节", "uid": "ss111ww33ss"}

2017-07-31 03:32:43: 	{"semantic": {"slots": {"function": "", "position": "", "part": "雨刮", "category": "", "operate": "调节"}}, "text": "雨刷灵敏度怎么调节", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "g25.png", "method": "上/下转动旋钮，可调节自动刮水的灵敏度，共4级，从上往下灵敏度依次增高，对雨滴的感应逐渐灵敏。同样雨量的情况下，灵敏度越高，刮水的速度和频率也越快。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-31 03:33:48: 	{"query": "雨刷灵敏度怎么调节", "uid": "ss111ww33ss"}

2017-07-31 03:33:49: 	{"semantic": {"slots": {"function": "灵敏度", "position": "", "part": "雨刮", "category": "", "operate": "调节"}}, "text": "雨刷灵敏度怎么调节", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "g25.png", "method": "上/下转动旋钮，可调节自动刮水的灵敏度，共4级，从上往下灵敏度依次增高，对雨滴的感应逐渐灵敏。同样雨量的情况下，灵敏度越高，刮水的速度和频率也越快。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-31 03:34:08: 	{"query": "雨刮怎么调快", "uid": "ss111ww33ss"}

2017-07-31 03:34:08: 	{"semantic": {"slots": {"function": "", "position": "", "part": "雨刮", "category": "快刮水", "operate": "开启"}}, "text": "雨刮怎么调快", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "g24.gif", "method": "拨刮水器组合开关操纵杆至限位5位置，前刮水器以较快速度刮水。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-31 03:34:21: 	{"query": "怎么用音响面板开启智能语音", "uid": "ss111ww33ss"}

2017-07-31 03:34:21: 	{"semantic": {"slots": {"function": "", "part": "音响", "condition": "", "operate": "开启"}}, "text": "怎么用音响面板开启智能语音", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "", "method": "启动开关在“ACC”或“ON”挡位时，系统显示待机界面。短按电源键/ 音量调节旋钮2，即可开启音响设备。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-31 03:35:18: 	{"query": "怎么用音响面板开启智能语音", "uid": "ss111ww33ss"}

2017-07-31 03:35:18: 	{"semantic": {"slots": {"function": "", "part": "音响", "condition": "", "operate": "开启"}}, "text": "怎么用音响面板开启智能语音", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "", "method": "启动开关在“ACC”或“ON”挡位时，系统显示待机界面。短按电源键/ 音量调节旋钮2，即可开启音响设备。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-31 03:36:00: 	{"query": "怎么用音响面板开启智能语音", "uid": "ss111ww33ss"}

2017-07-31 03:36:01: 	{"semantic": {"slots": {"function": "", "part": "音响", "condition": "", "operate": "开启"}}, "text": "怎么用音响面板开启智能语音", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "", "method": "启动开关在“ACC”或“ON”挡位时，系统显示待机界面。短按电源键/ 音量调节旋钮2，即可开启音响设备。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

2017-07-31 03:36:10: 	{"query": "怎么用音响面板开启智能语音", "uid": "ss111ww33ss"}

2017-07-31 03:36:10: 	{"semantic": {"slots": {"function": "", "part": "音响", "condition": "", "operate": "开启"}}, "text": "怎么用音响面板开启智能语音", "rc": 0, "topic": "manual", "answer": {"state": 1, "result": {"image": "", "method": "启动开关在“ACC”或“ON”挡位时，系统显示待机界面。短按电源键/ 音量调节旋钮2，即可开启音响设备。"}}, "intent": "query", "sc": 0, "data": {"result": {}}}

